0  0  0
1  0  1
1  55   0
2           55      0.00784
3           55      0.01568
4           55      0.02345
5           55      0.03129
6           55      0.03909
7           55      0.04687
8           55      0.05471
9           55      0.06255
10           55      0.07027
11           55       0.0781
12           55      0.08594
13           55      0.09378
14           55      0.10162
15           55      0.10946
16           55      0.11711
17           55       0.1249
18           55      0.13274
19           55      0.14059
20           55      0.14706
21           55      0.15489
22           55      0.16273
23           55      0.16936
24           55      0.17715
25           55      0.18499
26           55      0.19283
27           55      0.20066
28           55       0.2085
29           55      0.21634
30           55      0.22418
31           55      0.23193
32           55      0.23932
33           55      0.24716
34           55      0.25495
35           55      0.26215
36           55      0.26999
37           55      0.27783
38           55      0.28565
39           55      0.29348
40           55      0.30132
41           55      0.30916
42           55      0.31683
43           55      0.32467
44           55      0.33251
45           55      0.34034
46           55      0.34715
47           55        0.355
48           55      0.36284
49           55      0.37068
50           55      0.37838
51           55       0.3862
52           55      0.39404
53           55      0.40188
54           55       0.4089
55           55      0.41674
56           55      0.42458
57           55      0.43242
58           55      0.44026
59           55       0.4481
60           55      0.45535
61           55       0.4632
62           55      0.47104
63           55      0.47888
64           55      0.48672
65           55      0.49452
66           55      0.50236
67           55       0.5102
68           55      0.51803
69           55      0.52587
70           55      0.53371
71           55      0.54155
72           55      0.54938
73           55      0.55719
74           55      0.56504
75           55      0.57288
76           55      0.58072
77           55      0.58845
78           55      0.59629
79           55      0.60413
80           55      0.61197
81           55      0.61981
82           55      0.62689
83           55      0.63473
84           55      0.64257
85           55      0.65041
86           55      0.65825
87           55      0.66609
88           55      0.67393
89           55      0.68175
90           55      0.68959
91           55      0.69743
92           55      0.70527
93           55      0.71311
94           55      0.72095
95           55      0.72876
96           55      0.73659
97           55      0.74443
98           55      0.75227
99           55      0.76011
100            55       0.76794
101            55       0.77521
102            55       0.78305
103            55       0.79014
104            55       0.79793
105            55       0.80577
106            55       0.81361
107            55       0.82145
108            55       0.82929
109            55       0.83698
110            55       0.84477
111            55       0.85261
112            55       0.86045
113            55       0.86825
114            55       0.87594
115            55       0.88378
116            55       0.89162
117            55       0.89925
118            55       0.90708
119            55       0.91492
120            55       0.92274
121            55       0.93058
122            55       0.93842
123            55       0.94621
124            55       0.95405
125            55        0.9613
126            55       0.96906
127            55        0.9769
128            55       0.98474
129            55       0.99248
130   55    1
130   56    0
131            56       0.03414
132            56       0.07407
133            56       0.11401
134            56       0.15394
135            56       0.19388
136            56       0.23381
137            56       0.27358
138            56       0.31281
139            56         0.352
140            56       0.39194
141            56       0.43141
142            56        0.4703
143            56       0.51023
144            56       0.54788
145            56       0.58777
146            56        0.6277
147            56       0.66764
148            56       0.70534
149            56       0.74516
150            56       0.78506
151            56       0.82498
152            56       0.86488
153            56       0.90126
154            56       0.93999
155            56       0.97903
156   56    1
156   57    0
157            57        0.0237
158            57       0.03976
159            57       0.05583
160            57       0.07189
161            57       0.08795
162            57       0.10401
163            57       0.12008
164            57       0.13614
165            57        0.1522
166            57       0.16827
167            57       0.18433
168            57       0.20039
169            57       0.21645
170            57       0.23252
171            57       0.24858
172            57       0.26464
173            57       0.28071
174            57       0.29677
175            57       0.31283
176            57        0.3289
177            57       0.34496
178            57       0.36102
179            57       0.37708
180            57       0.39315
181            57       0.40921
182            57       0.42527
183            57       0.44134
184            57        0.4574
185            57       0.47346
186            57       0.48953
187            57       0.50559
188            57       0.52165
189            57       0.53771
190            57       0.55378
191            57       0.56984
192            57        0.5859
193            57       0.60197
194            57       0.61803
195            57       0.63346
196            57       0.64952
197            57       0.66547
198            57       0.68099
199            57       0.69705
200            57       0.71312
201            57       0.72913
202            57       0.74423
203            57       0.76029
204            57       0.77635
205            57       0.79234
